# Species	Genes	Alg.-Conn.	b_theta_cds.fasta	b_theta_cds_orig.fasta
2	2	1	BT_1333	FE838_RS20200
2	2	1	BT_1334	FE838_RS20205
2	2	1	BT_1335	FE838_RS20210
2	2	1	BT_1336	FE838_RS20215
2	2	1	BT_1337	FE838_RS20220
2	2	1	BT_1338	FE838_RS20225
2	2	1	BT_1339	FE838_RS20230
2	2	1	BT_1340	FE838_RS20235
2	2	1	BT_1341	FE838_RS20240
2	2	1	BT_1342	FE838_RS20245
2	2	1	BT_1344	FE838_RS20255
2	2	1	BT_1345	FE838_RS20260
2	2	1	BT_1346	FE838_RS20265
2	2	1	BT_1347	FE838_RS20270
2	2	1	BT_1348	FE838_RS20275
2	2	1	BT_1349	FE838_RS20280
2	2	1	BT_1350	FE838_RS20285
2	2	1	BT_1351	FE838_RS20290
2	2	1	BT_1352	FE838_RS20295
2	2	1	BT_1353	FE838_RS20300
2	2	1	BT_1354	FE838_RS20305
2	2	1	BT_1355	FE838_RS20310
2	2	1	BT_1356	FE838_RS20315
2	2	1	BT_1357	FE838_RS20320
2	2	1	BT_1358	FE838_RS20325
2	2	1	BT_1359	FE838_RS20330
2	2	1	BT_1360	FE838_RS20335
2	2	1	BT_1361	FE838_RS20340
2	2	1	BT_1362	FE838_RS20345
2	2	1	BT_1363	FE838_RS20350
2	2	1	BT_1364	FE838_RS20355
2	2	1	BT_1365	FE838_RS20360
2	2	1	BT_1366	FE838_RS20365
2	2	1	BT_1367	FE838_RS20370
2	2	1	BT_1368	FE838_RS20375
2	2	1	BT_1369	FE838_RS20380
2	2	1	BT_1370	FE838_RS20385
2	2	1	BT_1371	FE838_RS20390
2	2	1	BT_1372	FE838_RS20395
2	2	1	BT_1373	FE838_RS20400
2	2	1	BT_1374	FE838_RS20405
2	2	1	BT_1375	FE838_RS20410
2	2	1	BT_1376	FE838_RS20415
2	2	1	BT_1377	FE838_RS20420
2	2	1	BT_1378	FE838_RS20425
2	2	1	BT_1379	FE838_RS20430
2	2	1	BT_1380	FE838_RS20435
2	2	1	BT_1381	FE838_RS20440
2	2	1	BT_1382	FE838_RS20455
2	2	1	BT_1383	FE838_RS20460
2	2	1	BT_1384	FE838_RS20465
2	2	1	BT_1385	FE838_RS20470
2	2	1	BT_1386	FE838_RS20475
2	2	1	BT_1387	FE838_RS20480
2	2	1	BT_1388	FE838_RS20485
2	2	1	BT_1389	FE838_RS20490
2	2	1	BT_1390	FE838_RS20495
2	2	1	BT_1391	FE838_RS20500
2	2	1	BT_1392	FE838_RS20505
2	2	1	BT_1393	FE838_RS20510
2	2	1	BT_1394	FE838_RS20515
2	2	1	BT_1395	FE838_RS20520
2	2	1	BT_1396	FE838_RS20525
2	2	1	BT_1397	FE838_RS20530
2	2	1	BT_1398	FE838_RS20535
2	2	1	BT_1399	FE838_RS20540
2	2	1	BT_1400	FE838_RS20545
2	2	1	BT_1401	FE838_RS20550
2	2	1	BT_1402	FE838_RS20555
2	2	1	BT_1403	FE838_RS20560
2	2	1	BT_1404	FE838_RS20565
2	2	1	BT_1405	FE838_RS20570
2	2	1	BT_1406	FE838_RS20575
2	2	1	BT_1407	FE838_RS20580
2	2	1	BT_1408	FE838_RS20585
2	2	1	BT_1409	FE838_RS20590
2	2	1	BT_1410	FE838_RS20595
2	2	1	BT_1411	FE838_RS20600
2	2	1	BT_1412	FE838_RS20605
2	2	1	BT_1413	FE838_RS20610
2	2	1	BT_1414	FE838_RS20615
2	2	1	BT_1415	FE838_RS20620
2	2	1	BT_1416	FE838_RS20625
2	2	1	BT_1417	FE838_RS20630
2	2	1	BT_1418	FE838_RS20635
2	2	1	BT_1419	FE838_RS20640
2	2	1	BT_1420	FE838_RS20645
2	2	1	BT_1421	FE838_RS20650
2	2	1	BT_1422	FE838_RS20655
2	2	1	BT_1423	FE838_RS20660
2	2	1	BT_1424	FE838_RS20665
2	2	1	BT_1425	FE838_RS20670
2	2	1	BT_1426	FE838_RS20675
2	2	1	BT_1427	FE838_RS20680
2	2	1	BT_1428	FE838_RS20685
2	2	1	BT_1429	FE838_RS20690
2	2	1	BT_1430	FE838_RS20695
2	2	1	BT_1431	FE838_RS20700
2	2	1	BT_1432	FE838_RS20705
2	2	1	BT_1433	FE838_RS20710
2	2	1	BT_1434	FE838_RS20715
2	2	1	BT_1435	FE838_RS20720
2	2	1	BT_1436	FE838_RS20725
2	2	1	BT_1437	FE838_RS20730
2	2	1	BT_1438	FE838_RS20735
2	2	1	BT_1439	FE838_RS20740
2	2	1	BT_1440	FE838_RS20745
2	2	1	BT_1441	FE838_RS20750
2	2	1	BT_1442	FE838_RS20755
2	2	1	BT_1443	FE838_RS20760
2	2	1	BT_1444	FE838_RS20765
2	2	1	BT_1445	FE838_RS20770
2	2	1	BT_1446	FE838_RS20775
2	2	1	BT_1447	FE838_RS20780
2	2	1	BT_1448	FE838_RS20785
2	2	1	BT_1449	FE838_RS20790
2	2	1	BT_1450	FE838_RS20795
2	2	1	BT_1451	FE838_RS20800
2	2	1	BT_1452	FE838_RS20805
2	2	1	BT_1453	FE838_RS20810
2	2	1	BT_1454	FE838_RS20815
2	2	1	BT_1455	FE838_RS20820
2	2	1	BT_1456	FE838_RS20825
2	2	1	BT_1457	FE838_RS20830
2	2	1	BT_1458	FE838_RS20835
2	2	1	BT_1459	FE838_RS20840
2	2	1	BT_1460	FE838_RS20845
2	2	1	BT_1461	FE838_RS20850
2	2	1	BT_1462	FE838_RS20855
2	2	1	BT_1463	FE838_RS20860
2	2	1	BT_1464	FE838_RS20865
2	2	1	BT_1465	FE838_RS20870
2	2	1	BT_1466	FE838_RS20875
2	2	1	BT_1467	FE838_RS20880
2	2	1	BT_1468	FE838_RS20885
2	2	1	BT_1469	FE838_RS20890
2	2	1	BT_1470	FE838_RS20895
2	2	1	BT_1471	FE838_RS20900
2	2	1	BT_1472	FE838_RS20905
2	2	1	BT_1473	FE838_RS20910
2	2	1	BT_1474	FE838_RS20915
2	2	1	BT_1475	FE838_RS20920
2	2	1	BT_1476	FE838_RS20925
2	2	1	BT_1477	FE838_RS20930
2	2	1	BT_1478	FE838_RS20935
2	2	1	BT_1479	FE838_RS20940
2	2	1	BT_1480	FE838_RS20945
2	2	1	BT_1481	FE838_RS20950
2	2	1	BT_1482	FE838_RS20955
2	2	1	BT_1483	FE838_RS20960
2	2	1	BT_1484	FE838_RS20965
2	2	1	BT_1485	FE838_RS20970
2	2	1	BT_1486	FE838_RS20975
2	2	1	BT_1487	FE838_RS20980
2	2	1	BT_1488	FE838_RS20985
2	2	1	BT_1489	FE838_RS20990
2	2	1	BT_1490	FE838_RS20995
2	2	1	BT_1491	FE838_RS21000
2	2	1	BT_1492	FE838_RS21005
2	2	1	BT_1493	FE838_RS21010
2	2	1	BT_1494	FE838_RS21015
2	2	1	BT_1495	FE838_RS21020
2	2	1	BT_1496	FE838_RS21025
2	2	1	BT_1497	FE838_RS21030
2	2	1	BT_1498	FE838_RS21035
2	2	1	BT_1499	FE838_RS21040
2	2	1	BT_1500	FE838_RS21045
2	2	1	BT_1501	FE838_RS21050
2	2	1	BT_1502	FE838_RS21055
2	2	1	BT_1503	FE838_RS21060
2	2	1	BT_1505	FE838_RS21065
2	2	1	BT_1506	FE838_RS21070
2	2	1	BT_1507	FE838_RS21075
2	2	1	BT_1509	FE838_RS21080
2	2	1	BT_1510	FE838_RS21085
2	2	1	BT_1511	FE838_RS21090
2	2	1	BT_1512	FE838_RS21095
2	2	1	BT_1513	FE838_RS21100
2	2	1	BT_1514	FE838_RS21105
2	2	1	BT_1515	FE838_RS21110
2	2	1	BT_1516	FE838_RS21115
2	2	1	BT_1517	FE838_RS21120
2	2	1	BT_1518	FE838_RS21125
2	2	1	BT_1519	FE838_RS21130
2	2	1	BT_1520	FE838_RS21135
2	2	1	BT_1521	FE838_RS21140
2	2	1	BT_1522	FE838_RS21145
2	2	1	BT_1523	FE838_RS21150
2	2	1	BT_1524	FE838_RS21155
2	2	1	BT_1525	FE838_RS21160
2	2	1	BT_1526	FE838_RS21165
2	2	1	BT_1527	FE838_RS21170
2	2	1	BT_1528	FE838_RS21175
2	2	1	BT_1529	FE838_RS21180
2	2	1	BT_1530	FE838_RS21185
2	2	1	BT_1531	FE838_RS21190
2	2	1	BT_1532	FE838_RS21195
2	2	1	BT_1533	FE838_RS21200
2	2	1	BT_1534	FE838_RS21205
2	2	1	BT_1535	FE838_RS21210
2	2	1	BT_1536	FE838_RS21215
2	2	1	BT_1537	FE838_RS21220
2	2	1	BT_1538	FE838_RS21225
2	2	1	BT_1539	FE838_RS21230
2	2	1	BT_1540	FE838_RS21235
2	2	1	BT_1541	FE838_RS21240
2	2	1	BT_1542	FE838_RS21245
2	2	1	BT_1543	FE838_RS21250
2	2	1	BT_1544	FE838_RS21255
2	2	1	BT_1545	FE838_RS21260
2	2	1	BT_1546	FE838_RS21265
2	2	1	BT_1547	FE838_RS21270
2	2	1	BT_1548	FE838_RS21275
2	2	1	BT_1549	FE838_RS21280
2	2	1	BT_1550	FE838_RS21285
2	2	1	BT_1551	FE838_RS21290
2	2	1	BT_1552	FE838_RS21295
2	2	1	BT_1553	FE838_RS21300
2	2	1	BT_1554	FE838_RS21305
2	2	1	BT_1555	FE838_RS21310
2	2	1	BT_1556	FE838_RS21315
2	2	1	BT_1557	FE838_RS21325
2	2	1	BT_1558	FE838_RS21330
2	2	1	BT_1559	FE838_RS21335
2	2	1	BT_1560	FE838_RS21340
2	2	1	BT_1561	FE838_RS21345
2	2	1	BT_1562	FE838_RS21350
2	2	1	BT_1563	FE838_RS21355
2	2	1	BT_1564	FE838_RS21360
2	2	1	BT_1565	FE838_RS21365
2	2	1	BT_1566	FE838_RS21370
2	2	1	BT_1567	FE838_RS21375
2	2	1	BT_1568	FE838_RS21380
2	2	1	BT_1569	FE838_RS21385
2	2	1	BT_1570	FE838_RS21390
2	2	1	BT_1571	FE838_RS21395
2	2	1	BT_1572	FE838_RS21400
2	2	1	BT_1573	FE838_RS21405
2	2	1	BT_1574	FE838_RS21410
2	2	1	BT_1575	FE838_RS21415
2	2	1	BT_1576	FE838_RS21420
2	2	1	BT_1577	FE838_RS21425
2	2	1	BT_1578	FE838_RS21430
2	2	1	BT_1579	FE838_RS21435
2	2	1	BT_1580	FE838_RS21440
2	2	1	BT_1581	FE838_RS21445
2	2	1	BT_1582	FE838_RS21455
2	2	1	BT_1583	FE838_RS21460
2	2	1	BT_1584	FE838_RS24550
2	2	1	BT_1585	FE838_RS21470
2	2	1	BT_1586	FE838_RS21475
2	2	1	BT_1587	FE838_RS21480
2	2	1	BT_1588	FE838_RS21485
2	2	1	BT_1589	FE838_RS21490
2	2	1	BT_1590	FE838_RS21495
2	2	1	BT_1591	FE838_RS21500
2	2	1	BT_1592	FE838_RS21515
2	2	1	BT_1593	FE838_RS21520
2	2	1	BT_1594	FE838_RS21525
2	2	1	BT_1595	FE838_RS21530
2	2	1	BT_1596	FE838_RS21535
2	2	1	BT_1597	FE838_RS21540
2	2	1	BT_1598	FE838_RS21545
2	2	1	BT_1600	FE838_RS21550
2	2	1	BT_1601	FE838_RS21555
2	2	1	BT_1604	FE838_RS21570
2	2	1	BT_1605	FE838_RS21575
2	2	1	BT_1606	FE838_RS21580
2	2	1	BT_1607	FE838_RS21585
2	2	1	BT_1608	FE838_RS21590
2	2	1	BT_1609	FE838_RS21600
2	2	1	BT_1610	FE838_RS21605
2	2	1	BT_1611	FE838_RS21610
2	2	1	BT_1612	FE838_RS21615
2	2	1	BT_1613	FE838_RS21620
2	2	1	BT_1614	FE838_RS21625
2	2	1	BT_1615	FE838_RS21630
2	2	1	BT_1616	FE838_RS21635
2	2	1	BT_1617	FE838_RS21640
2	2	1	BT_1618	FE838_RS21645
2	2	1	BT_1619	FE838_RS21650
2	2	1	BT_1620	FE838_RS21655
2	2	1	BT_1621	FE838_RS21660
2	2	1	BT_1622	FE838_RS21665
2	2	1	BT_1623	FE838_RS21670
2	2	1	BT_1624	FE838_RS21675
2	2	1	BT_1625	FE838_RS21680
2	2	1	BT_1626	FE838_RS21685
2	2	1	BT_1627	FE838_RS21690
2	2	1	BT_1628	FE838_RS21695
2	2	1	BT_1629	FE838_RS21700
2	2	1	BT_1630	FE838_RS21705
2	2	1	BT_1631	FE838_RS21710
2	2	1	BT_1632	FE838_RS21715
2	2	1	BT_1633	FE838_RS21720
2	2	1	BT_1634	FE838_RS21725
2	2	1	BT_1635	FE838_RS21730
2	2	1	BT_1636	FE838_RS21735
2	2	1	BT_1637	FE838_RS21745
2	2	1	BT_1638	FE838_RS21750
2	2	1	BT_1639	FE838_RS21755
2	2	1	BT_1640	FE838_RS21760
2	2	1	BT_1641	FE838_RS21770
2	2	1	BT_1642	FE838_RS21775
2	2	1	BT_1644	FE838_RS21780
2	2	1	BT_1645	FE838_RS21785
2	2	1	BT_1646	FE838_RS21790
2	2	1	BT_1647	FE838_RS21795
2	2	1	BT_1648	FE838_RS21800
2	2	1	BT_1649	FE838_RS21805
2	2	1	BT_1650	FE838_RS21810
2	2	1	BT_1651	FE838_RS21815
2	2	1	BT_1652	FE838_RS21820
2	2	1	BT_1653	FE838_RS21825
2	2	1	BT_1654	FE838_RS21830
2	2	1	BT_1656	FE838_RS21840
2	2	1	BT_1657	FE838_RS21845
2	2	1	BT_1658	FE838_RS21850
2	2	1	BT_1659	FE838_RS21855
2	2	1	BT_1660	FE838_RS21860
2	2	1	BT_1661	FE838_RS21865
2	2	1	BT_1662	FE838_RS21870
2	2	1	BT_1663	FE838_RS21875
2	2	1	BT_1664	FE838_RS21880
2	2	1	BT_1665	FE838_RS21885
2	2	1	BT_1666	FE838_RS21895
2	2	1	BT_1667	FE838_RS21900
2	2	1	BT_1668	FE838_RS21905
2	2	1	BT_1669	FE838_RS21910
2	2	1	BT_1670	FE838_RS21915
2	2	1	BT_1671	FE838_RS21920
2	2	1	BT_1672	FE838_RS21925
2	2	1	BT_1673	FE838_RS21930
2	2	1	BT_1674	FE838_RS21935
2	2	1	BT_1675	FE838_RS21940
2	2	1	BT_1676	FE838_RS21945
2	2	1	BT_1677	FE838_RS21950
2	2	1	BT_1678	FE838_RS21955
2	2	1	BT_1679	FE838_RS21960
2	2	1	BT_1680	FE838_RS21965
2	2	1	BT_1681	FE838_RS21975
2	2	1	BT_1682	FE838_RS21980
2	2	1	BT_1683	FE838_RS21985
2	2	1	BT_1684	FE838_RS21990
2	2	1	BT_1685	FE838_RS21995
2	2	1	BT_1686	FE838_RS22000
2	2	1	BT_1687	FE838_RS22005
2	2	1	BT_1688	FE838_RS22010
2	2	1	BT_1689	FE838_RS22015
2	2	1	BT_1690	FE838_RS22020
2	2	1	BT_1691	FE838_RS22025
2	2	1	BT_1692	FE838_RS22030
2	2	1	BT_1693	FE838_RS22035
2	2	1	BT_1694	FE838_RS22040
2	2	1	BT_1695	FE838_RS22045
2	2	1	BT_1696	FE838_RS22050
2	2	1	BT_1697	FE838_RS22055
2	2	1	BT_1698	FE838_RS22060
2	2	1	BT_1700	FE838_RS22065
2	2	1	BT_1702	FE838_RS22075
2	2	1	BT_1703	FE838_RS22080
2	2	1	BT_1704	FE838_RS22085
2	2	1	BT_1705	FE838_RS22090
2	2	1	BT_1706	FE838_RS22100
2	2	1	BT_1707	FE838_RS22105
2	2	1	BT_1708	FE838_RS22110
2	2	1	BT_1709	FE838_RS22115
2	2	1	BT_1710	FE838_RS22120
2	2	1	BT_1711	FE838_RS22125
2	2	1	BT_1712	FE838_RS22130
2	2	1	BT_1713	FE838_RS22135
2	2	1	BT_1714	FE838_RS22140
2	2	1	BT_1715	FE838_RS22145
2	2	1	BT_1716	FE838_RS22150
2	2	1	BT_1717	FE838_RS22155
2	2	1	BT_1718	FE838_RS22160
2	2	1	BT_1719	FE838_RS22165
2	2	1	BT_1720	FE838_RS22170
2	2	1	BT_1721	FE838_RS22175
2	2	1	BT_1722	FE838_RS22180
2	2	1	BT_1723	FE838_RS22185
2	2	1	BT_1725	FE838_RS22195
2	2	1	BT_1726	FE838_RS22200
2	2	1	BT_1727	FE838_RS22205
2	2	1	BT_1728	FE838_RS22210
2	2	1	BT_1729	FE838_RS22215
2	2	1	BT_1730	FE838_RS22220
2	2	1	BT_1731	FE838_RS22225
2	2	1	BT_1732	FE838_RS22230
2	2	1	BT_1733	FE838_RS22235
2	2	1	BT_1734	FE838_RS22240
2	2	1	BT_1735	FE838_RS22245
2	2	1	BT_1736	FE838_RS22250
2	2	1	BT_1737	FE838_RS22255
2	2	1	BT_1738	FE838_RS22260
2	2	1	BT_1739	FE838_RS22265
2	2	1	BT_1740	FE838_RS22270
2	2	1	BT_1741	FE838_RS22275
2	2	1	BT_1742	FE838_RS22280
2	2	1	BT_1743	FE838_RS22285
2	2	1	BT_1744	FE838_RS22290
2	2	1	BT_1745	FE838_RS22295
2	2	1	BT_1746	FE838_RS22300
2	2	1	BT_1747	FE838_RS22305
2	2	1	BT_1748	FE838_RS22310
2	2	1	BT_1749	FE838_RS22315
2	2	1	BT_1750	FE838_RS22320
2	2	1	BT_1751	FE838_RS22325
2	2	1	BT_1752	FE838_RS22330
2	2	1	BT_1753	FE838_RS22335
2	2	1	BT_1754	FE838_RS22340
2	2	1	BT_1755	FE838_RS22345
2	2	1	BT_1757	FE838_RS22355
2	2	1	BT_1758	FE838_RS22360
2	2	1	BT_1759	FE838_RS22365
2	2	1	BT_1760	FE838_RS22370
2	2	1	BT_1761	FE838_RS22375
2	2	1	BT_1762	FE838_RS22380
2	2	1	BT_1763	FE838_RS22385
2	2	1	BT_1764	FE838_RS22390
2	2	1	BT_1765	FE838_RS22395
2	2	1	BT_1766	FE838_RS22400
2	2	1	BT_1767	FE838_RS22405
2	2	1	BT_1768	FE838_RS22410
2	2	1	BT_1769	FE838_RS22415
2	2	1	BT_1770	FE838_RS22420
2	2	1	BT_1771	FE838_RS22425
2	2	1	BT_1772	FE838_RS22430
2	2	1	BT_1773	FE838_RS22435
2	2	1	BT_1774	FE838_RS22440
2	2	1	BT_1775	FE838_RS22445
2	2	1	BT_1776	FE838_RS22450
2	2	1	BT_1777	FE838_RS22455
2	2	1	BT_1778	FE838_RS22460
2	2	1	BT_1779	FE838_RS22465
2	2	1	BT_1780	FE838_RS22470
2	2	1	BT_1781	FE838_RS22475
2	2	1	BT_1782	FE838_RS22480
2	2	1	BT_1783	FE838_RS22485
2	2	1	BT_1784	FE838_RS22490
2	2	1	BT_1785	FE838_RS22495
2	2	1	BT_1786	FE838_RS22500
2	2	1	BT_1787	FE838_RS22505
2	2	1	BT_1788	FE838_RS22510
2	2	1	BT_1789	FE838_RS22515
2	2	1	BT_1790	FE838_RS22520
2	2	1	BT_1791	FE838_RS22525
2	2	1	BT_1792	FE838_RS22530
2	2	1	BT_1793	FE838_RS22535
2	2	1	BT_1794	FE838_RS22540
2	2	1	BT_1795	FE838_RS22545
2	2	1	BT_1796	FE838_RS22550
2	2	1	BT_1797	FE838_RS22555
2	2	1	BT_1798	FE838_RS22560
2	2	1	BT_1799	FE838_RS22565
2	2	1	BT_1800	FE838_RS22570
2	2	1	BT_1801	FE838_RS22575
2	2	1	BT_1802	FE838_RS22580
2	2	1	BT_1803	FE838_RS22585
2	2	1	BT_1804	FE838_RS22590
2	2	1	BT_1805	FE838_RS22595
2	2	1	BT_1806	FE838_RS22600
2	2	1	BT_1807	FE838_RS22605
2	2	1	BT_1808	FE838_RS22610
2	2	1	BT_1809	FE838_RS22615
2	2	1	BT_1810	FE838_RS22620
2	2	1	BT_1811	FE838_RS22625
2	2	1	BT_1812	FE838_RS22630
2	2	1	BT_1813	FE838_RS22635
2	2	1	BT_1814	FE838_RS22640
2	2	1	BT_1815	FE838_RS22645
2	2	1	BT_1816	FE838_RS22650
2	2	1	BT_1817	FE838_RS22655
2	2	1	BT_1818	FE838_RS22660
2	2	1	BT_1819	FE838_RS22665
2	2	1	BT_1820	FE838_RS22670
2	2	1	BT_1822	FE838_RS22680
2	2	1	BT_1823	FE838_RS22685
2	2	1	BT_1824	FE838_RS22690
2	2	1	BT_1825	FE838_RS22695
2	2	1	BT_1826	FE838_RS22700
2	2	1	BT_1827	FE838_RS22705
2	2	1	BT_1828	FE838_RS22710
2	2	1	BT_1829	FE838_RS22715
2	2	1	BT_1830	FE838_RS22720
2	2	1	BT_1831	FE838_RS22725
2	2	1	BT_1832	FE838_RS22730
2	2	1	BT_1833	FE838_RS22735
2	2	1	BT_1834	FE838_RS22745
2	2	1	BT_1835	FE838_RS22750
2	2	1	BT_1836	FE838_RS22755
2	2	1	BT_1837	FE838_RS22760
2	2	1	BT_1838	FE838_RS22765
2	2	1	BT_1839	FE838_RS22770
2	2	1	BT_1840	FE838_RS22775
2	2	1	BT_1841	FE838_RS22780
2	2	1	BT_1842	FE838_RS22785
2	2	1	BT_1843	FE838_RS22790
2	2	1	BT_1844	FE838_RS22795
2	2	1	BT_1845	FE838_RS22800
2	2	1	BT_1846	FE838_RS22805
2	2	1	BT_1847	FE838_RS22810
2	2	1	BT_1848	FE838_RS22815
2	2	1	BT_1850	FE838_RS22820
2	2	1	BT_1851	FE838_RS22825
2	2	1	BT_1852	FE838_RS22830
2	2	1	BT_1853	FE838_RS22835
2	2	1	BT_1854	FE838_RS22840
2	2	1	BT_1855	FE838_RS22845
2	2	1	BT_1856	FE838_RS22850
2	2	1	BT_1857	FE838_RS22855
2	2	1	BT_1858	FE838_RS22860
2	2	1	BT_1859	FE838_RS22865
2	2	1	BT_1860	FE838_RS22870
2	2	1	BT_1861	FE838_RS22875
2	2	1	BT_1862	FE838_RS22880
2	2	1	BT_1866	FE838_RS08625
2	2	1	BT_1867	FE838_RS08620
2	2	1	BT_1871	FE838_RS22920
2	2	1	BT_1872	FE838_RS22925
2	2	1	BT_1873	FE838_RS22930
2	2	1	BT_1874	FE838_RS22935
2	2	1	BT_1875	FE838_RS22940
2	2	1	BT_1876	FE838_RS22945
2	2	1	BT_1877	FE838_RS22950
2	2	1	BT_1878	FE838_RS22955
2	2	1	BT_1879	FE838_RS22960
2	2	1	BT_1880	FE838_RS22965
2	2	1	BT_1881	FE838_RS22970
2	2	1	BT_1882	FE838_RS22975
2	2	1	BT_1883	FE838_RS22985
2	2	1	BT_1884	FE838_RS22990
2	2	1	BT_1885	FE838_RS22995
2	2	1	BT_1886	FE838_RS23000
2	2	1	BT_1887	FE838_RS23005
2	2	1	BT_1888	FE838_RS23010
2	2	1	BT_1889	FE838_RS23015
2	2	1	BT_1890	FE838_RS23020
2	2	1	BT_1894	FE838_RS23040
2	2	1	BT_1895	FE838_RS23045
2	2	1	BT_1896	FE838_RS23050
2	2	1	BT_1897	FE838_RS23055
2	2	1	BT_1898	FE838_RS23060
2	2	1	BT_1899	FE838_RS23065
2	2	1	BT_1900	FE838_RS23070
2	2	1	BT_1901	FE838_RS23075
2	2	1	BT_1902	FE838_RS23080
2	2	1	BT_1903	FE838_RS23085
2	2	1	BT_1904	FE838_RS23090
2	2	1	BT_1905	FE838_RS23095
2	2	1	BT_1906	FE838_RS23100
2	2	1	BT_1907	FE838_RS23105
2	2	1	BT_1908	FE838_RS23110
2	2	1	BT_1910	FE838_RS23115
2	2	1	BT_1911	FE838_RS23120
2	2	1	BT_1913	FE838_RS23125
2	2	1	BT_1914	FE838_RS23130
2	2	1	BT_1915	FE838_RS23135
2	2	1	BT_1916	FE838_RS23140
2	2	1	BT_1917	FE838_RS23145
2	2	1	BT_1918	FE838_RS23150
2	2	1	BT_1919	FE838_RS23155
2	2	1	BT_1922	FE838_RS23160
2	2	1	BT_1923	FE838_RS23165
2	2	1	BT_1924	FE838_RS23170
2	2	1	BT_1925	FE838_RS23175
2	2	1	BT_1926	FE838_RS23180
2	2	1	BT_1927	FE838_RS23185
2	2	1	BT_1928	FE838_RS23195
2	2	1	BT_1929	FE838_RS23200
2	2	1	BT_1930	FE838_RS23205
2	2	1	BT_1931	FE838_RS23220
2	2	1	BT_1932	FE838_RS23225
2	2	1	BT_1933	FE838_RS23230
2	2	1	BT_1934	FE838_RS23235
2	2	1	BT_1935	FE838_RS23240
2	2	1	BT_1936	FE838_RS23245
2	2	1	BT_1937	FE838_RS23250
2	2	1	BT_1938	FE838_RS23255
2	2	1	BT_1939	FE838_RS23260
2	2	1	BT_1940	FE838_RS23265
2	2	1	BT_1941	FE838_RS24560
2	2	1	BT_1942	FE838_RS23275
2	2	1	BT_1944	FE838_RS23280
2	2	1	BT_1945	FE838_RS23285
2	2	1	BT_1946	FE838_RS24565
2	2	1	BT_1947	FE838_RS23295
2	2	1	BT_1948	FE838_RS23300
2	2	1	BT_1949	FE838_RS23305
2	2	1	BT_1950	FE838_RS23310
2	2	1	BT_1951	FE838_RS23315
2	2	1	BT_1952	FE838_RS23320
2	2	1	BT_1953	FE838_RS23325
2	2	1	BT_1954	FE838_RS23330
2	2	1	BT_1955	FE838_RS23335
2	2	1	BT_1956	FE838_RS23340
2	2	1	BT_1957	FE838_RS23345
2	2	1	BT_1959	FE838_RS24575
2	2	1	BT_1960	FE838_RS23350
2	2	1	BT_1962	FE838_RS23355
2	2	1	BT_1963	FE838_RS23360
2	2	1	BT_1964	FE838_RS23365
2	2	1	BT_1965	FE838_RS23370
2	2	1	BT_1966	FE838_RS23375
2	2	1	BT_1967	FE838_RS23380
2	2	1	BT_1968	FE838_RS23385
2	2	1	BT_1969	FE838_RS23390
2	2	1	BT_1970	FE838_RS23400
2	2	1	BT_1971	FE838_RS23405
2	2	1	BT_1972	FE838_RS23410
2	2	1	BT_1973	FE838_RS23415
2	2	1	BT_1974	FE838_RS23420
2	2	1	BT_1975	FE838_RS23425
2	2	1	BT_1976a	FE838_RS23430
2	2	1	BT_1977	FE838_RS23440
2	2	1	BT_1978	FE838_RS23445
2	2	1	BT_1979	FE838_RS23450
2	2	1	BT_1980	FE838_RS23455
2	2	1	BT_1981	FE838_RS23460
2	2	1	BT_1982	FE838_RS23465
2	2	1	BT_1983	FE838_RS23470
2	2	1	BT_1984	FE838_RS23475
2	2	1	BT_1985	FE838_RS23480
2	2	1	BT_1986	FE838_RS23485
2	2	1	BT_1987	FE838_RS23490
2	2	1	BT_1988	FE838_RS23495
2	2	1	BT_1989	FE838_RS23500
2	2	1	BT_1990	FE838_RS23505
2	2	1	BT_1991	FE838_RS23510
2	2	1	BT_1992	FE838_RS23520
2	2	1	BT_1993	FE838_RS23525
2	2	1	BT_1995	FE838_RS24580
2	2	1	BT_1997	FE838_RS23540
2	2	1	BT_1998	FE838_RS23545
2	2	1	BT_1999	FE838_RS23550
2	2	1	BT_2000	FE838_RS23555
2	2	1	BT_2001	FE838_RS23560
2	2	1	BT_2002	FE838_RS23565
2	2	1	BT_2003	FE838_RS23570
2	2	1	BT_2004	FE838_RS23575
2	2	1	BT_2005	FE838_RS23580
2	2	1	BT_2006	FE838_RS23585
2	2	1	BT_2007	FE838_RS23590
2	2	1	BT_2008	FE838_RS23595
2	2	1	BT_2009	FE838_RS23600
2	2	1	BT_2010	FE838_RS23605
2	2	1	BT_2011	FE838_RS23610
2	2	1	BT_2012	FE838_RS23615
2	2	1	BT_2013	FE838_RS23620
2	2	1	BT_2014	FE838_RS23625
2	2	1	BT_2016	FE838_RS23630
2	2	1	BT_2017	FE838_RS23635
2	2	1	BT_2018	FE838_RS23640
2	2	1	BT_2019	FE838_RS23645
2	2	1	BT_2020	FE838_RS23650
2	2	1	BT_2021	FE838_RS23655
2	2	1	BT_2022	FE838_RS23660
2	2	1	BT_2023	FE838_RS23665
2	2	1	BT_2024	FE838_RS23670
2	2	1	BT_2026	FE838_RS23690
2	2	1	BT_2027	FE838_RS23695
2	2	1	BT_2028	FE838_RS24595
2	2	1	BT_2030	FE838_RS23710
2	2	1	BT_2031	FE838_RS23715
