# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS,sRNA" "-g" "locus_tag" "-a" "../data/reference_sequences/p_copri_wplasmids.gff3" "-o" "../data/rna_align/counttable.txt" "../data/rna_align/CON_1.fq.gz.bam" "../data/rna_align/CON_2.fq.gz.bam" "../data/rna_align/PNA_1.fq.gz.bam" "../data/rna_align/PNA_2.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/CON_1.fq.gz.bam	../data/rna_align/CON_2.fq.gz.bam	../data/rna_align/PNA_1.fq.gz.bam	../data/rna_align/PNA_2.fq.gz.bam
LK433_RS07530	NZ_CP085932.1	1828217	1828675	-	459	61	135	111	36
LK433_RS07535	NZ_CP085932.1	1828726	1829526	-	801	75	149	119	42
LK433_RS07540	NZ_CP085932.1	1830065	1830409	-	345	8	8	29	5
LK433_RS07545	NZ_CP085932.1	1830418	1830699	+	282	9	10	38	17
LK433_RS07550	NZ_CP085932.1	1830808	1831218	+	411	17	18	41	18
LK433_RS07555	NZ_CP085932.1	1831260	1833818	+	2559	87	162	347	117
LK433_RS07560	NZ_CP085932.1	1833931	1834425	+	495	13	33	77	26
LK433_RS07565	NZ_CP085932.1	1834413	1834820	+	408	7	14	18	3
LK433_RS07570	NZ_CP085932.1	1834903	1836237	-	1335	8447	16273	9940	5959
LK433_RS07575	NZ_CP085932.1	1836458	1837759	-	1302	191	401	655	216
LK433_RS07580	NZ_CP085932.1	1837971	1839677	-	1707	2479	4460	4257	2378
LK433_RS07585	NZ_CP085932.1	1839764	1841005	-	1242	1305	2528	2068	1313
LK433_RS07590	NZ_CP085932.1	1841019	1842146	-	1128	1570	2820	2369	1605
LK433_RS07595	NZ_CP085932.1	1842149	1844614	-	2466	3450	6476	5605	3443
LK433_RS07600	NZ_CP085932.1	1844838	1845581	+	744	161	386	374	146
LK433_RS07605	NZ_CP085932.1	1845656	1846696	-	1041	556	1057	1841	874
LK433_RS07610	NZ_CP085932.1	1846893	1848083	+	1191	6017	11726	3242	1708
LK433_RS07625	NZ_CP085932.1	1848909	1849475	+	567	499	819	493	308
LK433_RS07630	NZ_CP085932.1	1849493	1849852	+	360	178	363	243	143
LK433_RS07635	NZ_CP085932.1	1849849	1850541	+	693	365	823	547	275
LK433_RS07640	NZ_CP085932.1	1850584	1852026	+	1443	624	1273	619	279
LK433_RS07645	NZ_CP085932.1	1852331	1852813	-	483	502	990	812	390
LK433_RS07650	NZ_CP085932.1	1852838	1854127	-	1290	1155	1925	1539	837
LK433_RS07655	NZ_CP085932.1	1854341	1855264	-	924	541	1033	931	351
LK433_RS07660	NZ_CP085932.1	1855703	1856119	+	417	282	558	237	95
LK433_RS07665	NZ_CP085932.1	1856181	1856696	-	516	527	983	658	385
LK433_RS07670	NZ_CP085932.1	1856717	1858936	-	2220	4058	7658	3928	2651
LK433_RS07675	NZ_CP085932.1	1859305	1860138	-	834	1354	2610	1060	548
LK433_RS07680	NZ_CP085932.1	1860184	1861650	-	1467	1455	2701	1201	753
LK433_RS07685	NZ_CP085932.1	1861699	1861842	+	144	98	208	131	50
LK433_RS07690	NZ_CP085932.1	1861889	1862176	+	288	429	905	676	290
LK433_RS07695	NZ_CP085932.1	1862430	1862978	-	549	130	250	167	65
LK433_RS07700	NZ_CP085932.1	1863016	1863108	-	93	5	15	20	7
LK433_RS07705	NZ_CP085932.1	1863342	1863935	+	594	17	57	83	27
LK433_RS07710	NZ_CP085932.1	1864376	1865356	+	981	137	233	183	86
LK433_RS07715	NZ_CP085932.1	1865325	1866263	+	939	102	199	211	66
LK433_RS07720	NZ_CP085932.1	1866450	1867907	+	1458	33	84	191	49
LK433_RS07725	NZ_CP085932.1	1867915	1868985	+	1071	37	55	140	36
LK433_RS07730	NZ_CP085932.1	1868999	1869505	+	507	23	41	97	20
LK433_RS07735	NZ_CP085932.1	1869581	1870636	-	1056	189	358	464	166
LK433_RS07740	NZ_CP085932.1	1870640	1871035	-	396	135	266	321	122
LK433_RS07745	NZ_CP085932.1	1871437	1874910	+	3474	993	2214	1526	693
LK433_RS07750	NZ_CP085932.1	1874960	1875685	-	726	54	132	199	70
LK433_RS07755	NZ_CP085932.1	1875979	1877280	+	1302	424	875	694	301
LK433_RS07760	NZ_CP085932.1	1877320	1878348	+	1029	296	553	417	150
LK433_RS07765	NZ_CP085932.1	1878686	1879879	+	1194	266	625	529	241
LK433_RS07770	NZ_CP085932.1	1880083	1881039	-	957	447	853	554	316
LK433_RS07775	NZ_CP085932.1	1881212	1882513	-	1302	1360	2643	1609	845
LK433_RS07780	NZ_CP085932.1	1882589	1883839	-	1251	1320	2300	1502	758
LK433_RS07785	NZ_CP085932.1	1883861	1886302	-	2442	2365	4330	2914	1425
LK433_RS07790	NZ_CP085932.1	1886575	1886829	+	255	72	132	173	128
LK433_RS07795	NZ_CP085932.1	1886961	1887506	+	546	354	664	849	481
LK433_RS07800	NZ_CP085932.1	1887630	1889309	+	1680	1135	2265	2429	1874
LK433_RS07805	NZ_CP085932.1	1889323	1890882	+	1560	1056	2017	2589	1435
LK433_RS07810	NZ_CP085932.1	1890914	1891654	+	741	482	974	1329	762
LK433_RS07815	NZ_CP085932.1	1891825	1893522	-	1698	2962	5498	1347	551
LK433_RS07835	NZ_CP085932.1	1899387	1899806	-	420	164	261	732	222
LK433_RS07840	NZ_CP085932.1	1899942	1901603	+	1662	3415	7076	868	369
LK433_RS07845	NZ_CP085932.1	1901709	1904267	+	2559	22835	43106	2962	1566
LK433_RS07850	NZ_CP085932.1	1904502	1905440	-	939	4950	9594	5222	2254
LK433_RS07855	NZ_CP085932.1	1905524	1906132	-	609	745	1439	853	353
LK433_RS07860	NZ_CP085932.1	1906241	1907416	+	1176	564	1029	1576	640
LK433_RS07895	NZ_CP085932.1	1908286	1908822	+	537	1166	2426	1843	588
LK433_RS07900	NZ_CP085932.1	1908852	1909199	+	348	488	978	700	264
LK433_RS07905	NZ_CP085932.1	1909222	1910571	+	1350	813	1655	1109	527
LK433_RS07910	NZ_CP085932.1	1910607	1911242	+	636	264	477	437	218
LK433_RS07915	NZ_CP085932.1	1911229	1912389	+	1161	363	787	597	238
LK433_RS07920	NZ_CP085932.1	1912395	1913132	-	738	247	440	517	136
LK433_RS07925	NZ_CP085932.1	1913203	1914036	-	834	170	202	302	103
LK433_RS07930	NZ_CP085932.1	1914153	1914416	-	264	55	98	84	37
LK433_RS07935	NZ_CP085932.1	1914509	1915414	-	906	277	545	463	188
LK433_RS07940	NZ_CP085932.1	1916144	1916239	-	96	8	24	38	11
LK433_RS07945	NZ_CP085932.1	1916338	1916886	-	549	241	428	470	230
LK433_RS07950	NZ_CP085932.1	1917821	1919152	+	1332	576	1207	577	211
LK433_RS07955	NZ_CP085932.1	1919160	1921079	-	1920	2675	5265	2180	1072
LK433_RS07960	NZ_CP085932.1	1921367	1922641	+	1275	16	13	71	15
LK433_RS07965	NZ_CP085932.1	1923459	1925018	-	1560	587	1130	757	240
LK433_RS07970	NZ_CP085932.1	1925034	1925165	-	132	129	197	125	29
LK433_RS07975	NZ_CP085932.1	1925234	1925467	-	234	289	516	286	122
LK433_RS07980	NZ_CP085932.1	1925987	1926166	-	180	564	919	426	174
LK433_RS07985	NZ_CP085932.1	1926193	1926945	-	753	2432	4750	1511	836
LK433_RS07990	NZ_CP085932.1	1926942	1927508	-	567	2387	4249	1204	712
LK433_RS07995	NZ_CP085932.1	1927521	1927754	-	234	779	1260	558	276
LK433_RS08000	NZ_CP085932.1	1927930	1929204	+	1275	20	49	29	21
LK433_RS08005	NZ_CP085932.1	1929392	1929790	+	399	87	180	101	42
LK433_RS08010	NZ_CP085932.1	1929854	1930489	-	636	1379	2737	1820	583
LK433_RS08015	NZ_CP085932.1	1930652	1931926	+	1275	6	4	7	5
LK433_RS08020	NZ_CP085932.1	1932122	1932763	+	642	23	28	52	14
LK433_RS08025	NZ_CP085932.1	1933167	1933577	+	411	7	19	64	18
LK433_RS08030	NZ_CP085932.1	1933978	1934574	+	597	19	24	64	22
LK433_RS08035	NZ_CP085932.1	1934770	1935300	+	531	18	45	102	36
LK433_RS08040	NZ_CP085932.1	1935334	1935717	+	384	17	27	114	14
LK433_RS08045	NZ_CP085932.1	1935906	1938347	+	2442	97	230	443	168
LK433_RS08050	NZ_CP085932.1	1938371	1938931	+	561	66	133	150	89
LK433_RS08055	NZ_CP085932.1	1939029	1939340	-	312	187	412	616	340
LK433_RS08060	NZ_CP085932.1	1939564	1940085	-	522	1502	2800	4623	1886
LK433_RS08065	NZ_CP085932.1	1940287	1940820	+	534	40	77	78	35
LK433_RS08070	NZ_CP085932.1	1940934	1941491	-	558	146	293	364	152
LK433_RS08075	NZ_CP085932.1	1941583	1942521	-	939	347	649	347	127
LK433_RS08080	NZ_CP085932.1	1942570	1943391	-	822	542	943	392	230
LK433_RS08085	NZ_CP085932.1	1943437	1944204	-	768	559	998	429	201
LK433_RS08090	NZ_CP085932.1	1944508	1944987	+	480	29	82	228	65
LK433_RS08095	NZ_CP085932.1	1945005	1945691	+	687	66	114	273	124
LK433_RS08100	NZ_CP085932.1	1945709	1946929	+	1221	90	196	411	248
LK433_RS08105	NZ_CP085932.1	1946949	1947389	+	441	1	0	0	1
LK433_RS08110	NZ_CP085932.1	1947367	1948413	+	1047	5	7	8	1
LK433_RS08115	NZ_CP085932.1	1948596	1949912	+	1317	55	86	199	94
LK433_RS08120	NZ_CP085932.1	1950193	1950375	+	183	809	1664	4970	1353
LK433_RS08125	NZ_CP085932.1	1950453	1950878	+	426	373	708	2557	957
LK433_RS08130	NZ_CP085932.1	1951095	1953638	+	2544	194	304	601	201
LK433_RS08135	NZ_CP085932.1	1953740	1954087	-	348	73	137	295	98
LK433_RS08140	NZ_CP085932.1	1954071	1954385	-	315	102	239	388	100
LK433_RS08145	NZ_CP085932.1	1954895	1955149	-	255	119	282	52	28
LK433_RS08150	NZ_CP085932.1	1955155	1955373	-	219	126	229	113	24
LK433_RS08155	NZ_CP085932.1	1955548	1956051	+	504	108	165	365	108
LK433_RS08160	NZ_CP085932.1	1956234	1958279	+	2046	324	673	1039	597
LK433_RS08165	NZ_CP085932.1	1958310	1960430	+	2121	262	548	994	563
LK433_RS08170	NZ_CP085932.1	1960594	1960974	+	381	0	6	7	4
LK433_RS08175	NZ_CP085932.1	1960940	1961986	+	1047	6	21	11	16
LK433_RS08180	NZ_CP085932.1	1962123	1963118	+	996	366	654	755	464
LK433_RS08185	NZ_CP085932.1	1963120	1964406	-	1287	506	982	867	516
LK433_RS08190	NZ_CP085932.1	1964549	1964947	+	399	230	447	384	208
LK433_RS08195	NZ_CP085932.1	1964999	1967191	-	2193	557	993	1021	390
LK433_RS08200	NZ_CP085932.1	1967355	1968773	+	1419	79	192	326	126
LK433_RS08205	NZ_CP085932.1	1968808	1969494	+	687	144	274	482	167
LK433_RS08210	NZ_CP085932.1	1969478	1969900	-	423	141	231	296	97
LK433_RS08215	NZ_CP085932.1	1969939	1970718	-	780	129	206	254	132
LK433_RS08220	NZ_CP085932.1	1970737	1971243	-	507	93	147	256	89
LK433_RS08225	NZ_CP085932.1	1971594	1972655	+	1062	2760	5447	2771	1419
LK433_RS08230	NZ_CP085932.1	1972725	1973801	-	1077	1664	3050	2813	1620
LK433_RS08235	NZ_CP085932.1	1973825	1974457	-	633	334	682	737	510
LK433_RS08240	NZ_CP085932.1	1974575	1975324	-	750	343	672	936	451
LK433_RS08245	NZ_CP085932.1	1975464	1975724	+	261	103	238	556	218
LK433_RS08250	NZ_CP085932.1	1975721	1976134	+	414	323	695	1626	785
LK433_RS08255	NZ_CP085932.1	1976217	1978331	+	2115	1415	2726	4483	2285
LK433_RS08260	NZ_CP085932.1	1978542	1978952	-	411	192	363	429	197
LK433_RS08265	NZ_CP085932.1	1979111	1979914	+	804	728	1586	2382	915
LK433_RS08270	NZ_CP085932.1	1979978	1980346	-	369	100	196	224	74
LK433_RS08275	NZ_CP085932.1	1980951	1982051	-	1101	778	1245	2511	734
LK433_RS08280	NZ_CP085932.1	1982580	1983272	+	693	48	63	104	24
LK433_RS08285	NZ_CP085932.1	1983259	1984761	+	1503	37	69	163	46
LK433_RS08290	NZ_CP085932.1	1984847	1987492	+	2646	101	172	379	97
LK433_RS08295	NZ_CP085932.1	1987682	1988122	+	441	1	2	0	0
LK433_RS08300	NZ_CP085932.1	1988100	1989149	+	1050	4	20	5	5
LK433_RS08305	NZ_CP085932.1	1989309	1989596	+	288	33	118	177	58
LK433_RS08310	NZ_CP085932.1	1989793	1991016	+	1224	19	41	48	34
LK433_RS08315	NZ_CP085932.1	1991537	1993774	+	2238	137	237	558	181
LK433_RS08325	NZ_CP085932.1	1994290	1995645	+	1356	192	422	521	208
LK433_RS08330	NZ_CP085932.1	1995657	1995821	-	165	30	43	68	15
LK433_RS08335	NZ_CP085932.1	1996121	1997353	+	1233	108	170	309	119
LK433_RS08340	NZ_CP085932.1	1997516	1998472	+	957	51	89	236	55
LK433_RS08345	NZ_CP085932.1	1998962	1999291	+	330	9	11	35	16
LK433_RS08350	NZ_CP085932.1	1999620	1999742	-	123	2	2	6	1
LK433_RS08355	NZ_CP085932.1	1999757	1999996	-	240	1	12	40	3
LK433_RS08360	NZ_CP085932.1	2000220	2000666	+	447	18	17	62	18
LK433_RS08365	NZ_CP085932.1	2000790	2001041	+	252	5	14	26	6
LK433_RS08370	NZ_CP085932.1	2001052	2001732	+	681	41	79	196	51
LK433_RS08375	NZ_CP085932.1	2001811	2002728	+	918	4	4	10	11
LK433_RS08380	NZ_CP085932.1	2003123	2003284	+	162	3	2	4	3
LK433_RS08385	NZ_CP085932.1	2003262	2003630	+	369	8	21	60	25
LK433_RS08390	NZ_CP085932.1	2004076	2004324	+	249	171	338	431	202
LK433_RS08395	NZ_CP085932.1	2004324	2004743	+	420	219	409	497	188
LK433_RS08400	NZ_CP085932.1	2004783	2004935	+	153	210	429	535	166
LK433_RS08405	NZ_CP085932.1	2005482	2005718	-	237	8	12	43	15
LK433_RS08410	NZ_CP085932.1	2005734	2005991	+	258	14	15	67	5
LK433_RS08415	NZ_CP085932.1	2006435	2006668	+	234	90	167	313	101
LK433_RS08420	NZ_CP085932.1	2006679	2007092	+	414	112	231	330	100
LK433_RS08425	NZ_CP085932.1	2007132	2007248	+	117	10	18	19	12
LK433_RS08430	NZ_CP085932.1	2007786	2009003	+	1218	48	63	173	43
LK433_RS08435	NZ_CP085932.1	2009037	2011874	+	2838	107	208	407	93
LK433_RS08440	NZ_CP085932.1	2011977	2013116	-	1140	1266	2401	2540	1497
LK433_RS08445	NZ_CP085932.1	2013300	2014994	-	1695	1909	3664	3254	2074
LK433_RS08450	NZ_CP085932.1	2015108	2015881	-	774	822	1581	1447	901
LK433_RS08455	NZ_CP085932.1	2015969	2016166	-	198	149	303	366	217
LK433_RS08460	NZ_CP085932.1	2016469	2016894	-	426	87	146	241	98
LK433_RS08465	NZ_CP085932.1	2017604	2018614	-	1011	962	1543	1074	448
LK433_RS08470	NZ_CP085932.1	2018680	2019975	-	1296	994	1851	1001	469
LK433_RS08475	NZ_CP085932.1	2020088	2022769	-	2682	7624	13482	6533	3478
LK433_RS08480	NZ_CP085932.1	2022890	2023843	+	954	839	1692	1981	944
LK433_RS08485	NZ_CP085932.1	2023903	2024463	+	561	475	920	1062	654
LK433_RS08490	NZ_CP085932.1	2024500	2025417	+	918	732	1529	1591	936
LK433_RS08495	NZ_CP085932.1	2025510	2026103	+	594	218	426	522	319
LK433_RS08500	NZ_CP085932.1	2026096	2027454	+	1359	681	1303	1493	845
LK433_RS08505	NZ_CP085932.1	2027578	2029926	-	2349	988	1769	1208	712
LK433_RS08510	NZ_CP085932.1	2030130	2031422	-	1293	6215	11931	9709	5120
LK433_RS08515	NZ_CP085932.1	2031684	2031974	-	291	8587	17432	15392	5188
LK433_RS08520	NZ_CP085932.1	2031994	2032311	-	318	9397	18425	15765	5505
LK433_RS08525	NZ_CP085932.1	2033298	2035586	-	2289	4208	7861	4396	2671
LK433_RS08530	NZ_CP085932.1	2035746	2036363	+	618	342	704	387	129
LK433_RS08535	NZ_CP085932.1	2036477	2036962	-	486	74	161	130	35
LK433_RS08540	NZ_CP085932.1	2037559	2038329	+	771	296	615	209	72
LK433_RS08545	NZ_CP085932.1	2038389	2038907	+	519	174	369	162	61
LK433_RS08550	NZ_CP085932.1	2039001	2039630	+	630	245	481	104	75
LK433_RS08555	NZ_CP085932.1	2039707	2040171	+	465	677	1319	1125	517
LK433_RS08560	NZ_CP085932.1	2040195	2041469	+	1275	4617	8642	5418	2942
LK433_RS08565	NZ_CP085932.1	2041568	2042932	+	1365	3890	7182	4331	2609
LK433_RS08570	NZ_CP085932.1	2043057	2044049	+	993	143	245	226	77
LK433_RS08580	NZ_CP085932.1	2044981	2045202	-	222	635	1268	1590	749
LK433_RS08585	NZ_CP085932.1	2045236	2046048	-	813	2621	5058	5521	2450
LK433_RS08590	NZ_CP085932.1	2046178	2047452	+	1275	501	1016	669	295
LK433_RS08595	NZ_CP085932.1	2047520	2048167	+	648	182	331	232	121
LK433_RS08600	NZ_CP085932.1	2048205	2049713	+	1509	769	1490	1005	473
LK433_RS08605	NZ_CP085932.1	2049843	2050292	-	450	594	1046	606	185
LK433_RS08610	NZ_CP085932.1	2050523	2050936	+	414	87	161	98	28
LK433_RS08615	NZ_CP085932.1	2051021	2051863	+	843	353	691	208	63
LK433_RS08620	NZ_CP085932.1	2051866	2053218	+	1353	669	1128	274	127
LK433_RS08625	NZ_CP085932.1	2053269	2054270	+	1002	369	724	309	114
LK433_RS08630	NZ_CP085932.1	2054284	2054958	+	675	329	622	226	103
LK433_RS08635	NZ_CP085932.1	2054965	2055549	+	585	272	449	202	104
LK433_RS08640	NZ_CP085932.1	2055591	2056193	+	603	302	596	356	190
LK433_RS08645	NZ_CP085932.1	2056541	2057554	-	1014	4054	8159	16898	13698
LK433_RS08650	NZ_CP085932.1	2057874	2059355	+	1482	286	542	635	285
LK433_RS08655	NZ_CP085932.1	2059498	2061483	-	1986	1028	1926	10045	5674
LK433_RS08660	NZ_CP085932.1	2061899	2062759	-	861	382	631	1519	721
LK433_RS08665	NZ_CP085932.1	2062869	2062964	-	96	1	16	10	5
LK433_RS08670	NZ_CP085932.1	2063897	2066449	-	2553	271	519	745	401
LK433_RS08675	NZ_CP085932.1	2066748	2067512	-	765	111	253	471	216
LK433_RS08680	NZ_CP085932.1	2068805	2069755	+	951	1046	2170	1868	807
LK433_RS08685	NZ_CP085932.1	2070013	2074212	-	4200	1815	3271	6560	3297
LK433_RS08690	NZ_CP085932.1	2074853	2076208	+	1356	4975	9989	1516	806
LK433_RS08695	NZ_CP085932.1	2076291	2077448	+	1158	3882	7145	1232	719
LK433_RS08700	NZ_CP085932.1	2077467	2078069	+	603	2461	4307	613	384
LK433_RS08705	NZ_CP085932.1	2078082	2078708	+	627	1608	3044	526	296
LK433_RS08710	NZ_CP085932.1	2078710	2079333	+	624	1612	2970	507	288
LK433_RS08715	NZ_CP085932.1	2079352	2080626	+	1275	5668	9989	1844	1025
LK433_RS08720	NZ_CP085932.1	2080765	2082345	+	1581	461	848	318	143
LK433_RS08725	NZ_CP085932.1	2082366	2082824	+	459	256	450	193	66
LK433_RS08730	NZ_CP085932.1	2083130	2084179	-	1050	4	16	25	1
LK433_RS08735	NZ_CP085932.1	2084157	2084597	-	441	0	1	0	1
LK433_RS08740	NZ_CP085932.1	2084703	2086691	-	1989	1299	2400	2286	1298
LK433_RS08745	NZ_CP085932.1	2086871	2087908	+	1038	3376	6659	3979	1698
LK433_RS08750	NZ_CP085932.1	2088108	2088389	+	282	644	1481	1254	373
LK433_RS08755	NZ_CP085932.1	2088609	2089964	+	1356	576	1191	1110	366
LK433_RS08760	NZ_CP085932.1	2089985	2090527	+	543	123	265	182	68
LK433_RS08765	NZ_CP085932.1	2090585	2090974	+	390	242	423	418	198
LK433_RS08770	NZ_CP085932.1	2091025	2091474	+	450	290	628	740	365
LK433_RS08775	NZ_CP085932.1	2091646	2093406	+	1761	4761	9305	7782	4306
LK433_RS08780	NZ_CP085932.1	2093676	2093972	+	297	9060	16972	7265	2521
LK433_RS08785	NZ_CP085932.1	2094079	2094432	+	354	294	551	164	47
LK433_RS08790	NZ_CP085932.1	2094537	2096024	+	1488	599	1176	458	169
LK433_RS08795	NZ_CP085932.1	2096309	2097673	-	1365	3034	6075	2686	1568
LK433_RS08800	NZ_CP085932.1	2097686	2097958	-	273	995	1946	974	513
LK433_RS08805	NZ_CP085932.1	2098109	2099161	-	1053	1250	2498	3900	1625
LK433_RS08810	NZ_CP085932.1	2099497	2100018	+	522	437	906	1586	939
LK433_RS08815	NZ_CP085932.1	2100106	2100768	+	663	514	1080	1876	1128
LK433_RS08820	NZ_CP085932.1	2100800	2101507	-	708	249	495	588	238
LK433_RS08825	NZ_CP085932.1	2101780	2102859	+	1080	1066	2139	2857	1420
LK433_RS08830	NZ_CP085932.1	2103039	2103482	+	444	313	708	594	381
LK433_RS08835	NZ_CP085932.1	2103548	2105647	+	2100	2013	4156	4244	3023
LK433_RS08840	NZ_CP085932.1	2105659	2106768	+	1110	438	824	752	466
LK433_RS08845	NZ_CP085932.1	2106798	2108018	+	1221	377	656	831	395
LK433_RS08850	NZ_CP085932.1	2108099	2109418	+	1320	617	1246	1312	696
LK433_RS08855	NZ_CP085932.1	2109705	2110775	+	1071	2414	5042	2621	1603
LK433_RS08860	NZ_CP085932.1	2110789	2111706	+	918	2540	4488	2381	1488
LK433_RS08865	NZ_CP085932.1	2111835	2113169	+	1335	1096	2224	1059	743
LK433_RS08870	NZ_CP085932.1	2113169	2113756	+	588	279	531	308	179
LK433_RS08875	NZ_CP085932.1	2114071	2116116	-	2046	706	1283	453	150
LK433_RS08880	NZ_CP085932.1	2116275	2117141	+	867	2088	4299	4342	1914
LK433_RS08885	NZ_CP085932.1	2117196	2117546	+	351	1758	3745	2858	1443
LK433_RS08890	NZ_CP085932.1	2117561	2118028	+	468	1552	3313	2307	1134
LK433_RS08895	NZ_CP085932.1	2118163	2118693	+	531	26201	49846	46458	17812
LK433_RS08900	NZ_CP085932.1	2118783	2120267	+	1485	294	649	655	241
LK433_RS08905	NZ_CP085932.1	2120460	2121473	-	1014	21044	39964	28113	17701
LK433_RS08910	NZ_CP085932.1	2121489	2122190	-	702	20555	40111	25584	17073
LK433_RS08915	NZ_CP085932.1	2122432	2122941	+	510	334	645	588	279
LK433_RS08920	NZ_CP085932.1	2123040	2123519	+	480	379	686	540	335
LK433_RS08925	NZ_CP085932.1	2123523	2126306	+	2784	2275	4091	2784	1594
LK433_RS08930	NZ_CP085932.1	2126342	2126962	+	621	1109	2112	2748	1247
LK433_RS08935	NZ_CP085932.1	2127069	2127929	+	861	1862	3502	2838	1658
LK433_RS08940	NZ_CP085932.1	2128030	2129055	+	1026	1565	3236	2173	1476
LK433_RS08945	NZ_CP085932.1	2129069	2129581	+	513	1028	1960	1758	897
LK433_RS08950	NZ_CP085932.1	2129729	2129992	+	264	7131	14273	10855	3636
LK433_RS08955	NZ_CP085932.1	2129998	2130186	+	189	5412	10886	8363	2728
LK433_RS08960	NZ_CP085932.1	2130230	2130388	+	159	5499	9520	8637	2673
LK433_RS08965	NZ_CP085932.1	2130537	2131091	-	555	87	188	186	99
LK433_RS08970	NZ_CP085932.1	2131128	2131226	-	99	12	9	10	4
LK433_RS08975	NZ_CP085932.1	2131535	2131912	+	378	111	143	201	75
LK433_RS08980	NZ_CP085932.1	2132464	2133387	+	924	333	640	808	392
LK433_RS08985	NZ_CP085932.1	2133422	2133673	+	252	144	310	290	184
LK433_RS08990	NZ_CP085932.1	2134119	2135198	+	1080	936	1840	2228	1007
LK433_RS08995	NZ_CP085932.1	2135484	2135861	+	378	565	1309	1487	501
LK433_RS09000	NZ_CP085932.1	2136378	2136788	+	411	435	818	1004	368
LK433_RS09005	NZ_CP085932.1	2136920	2137378	+	459	486	934	910	355
LK433_RS09010	NZ_CP085932.1	2137567	2137977	+	411	78	129	136	47
LK433_RS09015	NZ_CP085932.1	2138012	2140483	+	2472	254	495	436	177
LK433_RS09020	NZ_CP085932.1	2140492	2141052	+	561	86	143	109	47
LK433_RS09025	NZ_CP085932.1	2141039	2143618	-	2580	630	1157	851	288
LK433_RS09030	NZ_CP085932.1	2143650	2144423	-	774	485	904	391	156
LK433_RS09035	NZ_CP085932.1	2144487	2145629	-	1143	809	1608	557	298
LK433_RS09040	NZ_CP085932.1	2145705	2146862	-	1158	1853	3663	983	660
LK433_RS09045	NZ_CP085932.1	2146978	2148300	-	1323	5543	9880	2595	1501
LK433_RS09050	NZ_CP085932.1	2148328	2149044	-	717	1157	2097	560	256
LK433_RS09055	NZ_CP085932.1	2149198	2149845	-	648	944	1707	460	216
LK433_RS09060	NZ_CP085932.1	2149890	2150672	-	783	896	1584	477	222
LK433_RS09065	NZ_CP085932.1	2150686	2151411	-	726	710	1313	394	169
LK433_RS09070	NZ_CP085932.1	2151428	2152066	-	639	374	787	389	127
LK433_RS09075	NZ_CP085932.1	2152296	2152832	-	537	783	1492	979	300
LK433_RS09080	NZ_CP085932.1	2152939	2154051	-	1113	1388	2736	1552	568
LK433_RS09085	NZ_CP085932.1	2154194	2154748	+	555	466	960	1776	767
LK433_RS09090	NZ_CP085932.1	2154794	2155597	+	804	585	1065	1817	879
LK433_RS09095	NZ_CP085932.1	2155718	2156866	-	1149	122	233	373	162
LK433_RS09100	NZ_CP085932.1	2156959	2157444	-	486	30	65	103	56
LK433_RS09105	NZ_CP085932.1	2157450	2158478	-	1029	76	150	280	121
LK433_RS09110	NZ_CP085932.1	2158702	2160396	-	1695	4403	8626	4311	2428
LK433_RS09115	NZ_CP085932.1	2160636	2161883	-	1248	21337	40400	18939	10337
LK433_RS09120	NZ_CP085932.1	2162207	2163691	+	1485	564	1073	1109	614
LK433_RS09125	NZ_CP085932.1	2163730	2164383	+	654	358	644	629	413
LK433_RS09130	NZ_CP085932.1	2164459	2165583	+	1125	1218	2219	2463	1451
LK433_RS09135	NZ_CP085932.1	2165662	2167101	-	1440	1742	3355	1754	1079
LK433_RS09140	NZ_CP085932.1	2167098	2167388	-	291	330	581	228	142
LK433_RS09145	NZ_CP085932.1	2167446	2168747	-	1302	2338	4054	1820	1105
LK433_RS09150	NZ_CP085932.1	2168751	2169704	-	954	1505	2629	1292	754
LK433_RS09155	NZ_CP085932.1	2170016	2173249	-	3234	5674	9516	3533	1938
LK433_RS09165	NZ_CP085932.1	2173888	2174406	-	519	30	47	98	55
LK433_RS09170	NZ_CP085932.1	2174543	2175301	-	759	65	115	204	105
LK433_RS09175	NZ_CP085932.1	2175403	2176293	-	891	77	126	248	104
LK433_RS09180	NZ_CP085932.1	2176454	2176969	-	516	64	149	337	146
LK433_RS09185	NZ_CP085932.1	2177532	2178032	+	501	41	65	101	30
LK433_RS09190	NZ_CP085932.1	2178038	2178430	+	393	25	63	75	20
LK433_RS09195	NZ_CP085932.1	2178523	2179794	+	1272	554	995	363	133
LK433_RS09200	NZ_CP085932.1	2179806	2180459	+	654	510	1112	301	86
LK433_RS09205	NZ_CP085932.1	2180456	2181049	+	594	105	198	117	45
LK433_RS09210	NZ_CP085932.1	2181046	2181390	+	345	57	87	114	44
LK433_RS09215	NZ_CP085932.1	2181401	2181598	-	198	41	77	99	38
LK433_RS09220	NZ_CP085932.1	2181627	2181764	-	138	48	82	122	55
LK433_RS09225	NZ_CP085932.1	2181864	2182379	-	516	133	265	318	144
LK433_RS09230	NZ_CP085932.1	2182382	2183050	-	669	192	431	515	223
LK433_RS09235	NZ_CP085932.1	2183063	2183296	-	234	61	125	105	69
LK433_RS09240	NZ_CP085932.1	2183329	2183706	-	378	69	184	278	119
